"id","description","price"
"21833","warranty from producer","60"
"21834","available in credit","70"
"21835","2 for price 1","55"
"21836","special price","150"
"21837","discount item","140"
"21838","goods with gift","130"
"21839","","120"
"21840","regular price","50"
"21841","available in credit","100"
"21842","2 for price 1","90"
"21843","warranty from producer","80"
"21844","special price","10"
"21845","discount item","50"
"21846","goods with gift","20"
"21847","","25"
"21848","regular price","250"
"21849","available in credit","200"
"21850","2 for price 1","20"
"21851","warranty from producer","150"
"21852","special price","20"
"21853","discount item","10"
"21854","goods with gift","15"
"21855","","16"
"21856","regular price","1"
"21857","available in credit","2"
"21858","2 for price 1","3"
"21859","warranty from producer","4"
"21860","special price","4"
"21861","discount item","3"
"21862","goods with gift","2"
"21863","","1"
"21864","regular price","1"
"21865","available in credit","2"
"21866","2 for price 1","2"
"21867","warranty from producer","1"
"21868","special price","1"
"21869","discount item","2"
"21870","goods with gift","3"
"21871","","3"
"21872","regular price","7"
"21873","available in credit","6"
"21874","2 for price 1","8"
"21875","warranty from producer","9"
"21876","special price","3"
"21877","discount item","2"
"21878","goods with gift","4"
"21879","","5"
"21880","regular price","1"
"21881","2 for price 1","2"
"21882","available in credit","2"
"21883","warranty from producer","1"
"21884","special price","5"
"21885","discount item","4"
"21886","goods with gift","3"
"21887","","2"
"21888","regular price","1"
"21889","available in credit","5"
"21890","2 for price 1","4"
"21891","warranty from producer","5"
"21892","special price","4"
"21893","discount item","1"
"21894","goods with gift","2"
"21895","","3"
"21896","regular price","4"
"21897","available in credit","5"
"21898","2 for price 1","2"
"21899","warranty from producer","1"
"21900","special price","1"
"21901","discount item","2"
"21902","goods with gift","2"
"21903","","2"
"21904","regular price","1"
"21905","2 for price 1","1"
"21906","available in credit","1"
"21907","warranty from producer","2"
"21908","special price","3"
"21909","discount item","4"
"21910","goods with gift","1"
"21911","","2"
"21912","regular price","10"
"21913","available in credit","15"
"21914","2 for price 1","11"
"21915","warranty from producer","12"
"21916","special price","10"
"21917","discount item","15"
"21918","goods with gift","11"
"21919","","12"
"21920","special price","250"
"21921","discount item","300"
"21922","goods with gift","350"
"21923","","450"
"21924","regular price","1050"
"21925","available in credit","750"
"21926","2 for price 1","850"
"21927","warranty from producer","950"
"21928","special price","1150"
"21929","discount item","1250"
"21930","goods with gift","1050"
"21931","","1600"
"21932","regular price","1000"
"21933","available in credit","1050"
"21934","2 for price 1","950"
"21935","warranty from producer","960"
"21936","special price","150"
"21937","discount item","250"
"21938","goods with gift","350"
"21939","","450"
"21940","regular price","50"
"21941","warranty from producer","60"
"21942","available in credit","70"
"21943","2 for price 1","55"
"21944","special price","150"
"21945","discount item","140"
"21946","goods with gift","130"
"21947","","120"
"21948","regular price","50"
"21949","available in credit","100"
"21950","2 for price 1","90"
"21951","warranty from producer","80"
"21952","special price","10"
"21953","discount item","50"
"21954","goods with gift","20"
"21955","","25"
"21956","regular price","250"
"21957","available in credit","200"
"21958","2 for price 1","20"
"21959","warranty from producer","150"
"21960","special price","20"
"21961","discount item","10"
"21962","goods with gift","15"
"21963","","16"
"21964","regular price","1"
"21965","available in credit","2"
"21966","2 for price 1","3"
"21967","warranty from producer","4"
"21968","special price","4"
"21969","discount item","3"
"21970","goods with gift","2"
"21971","","1"
"21972","regular price","1"
"21973","available in credit","2"
"21974","2 for price 1","2"
"21975","warranty from producer","1"
"21976","special price","1"
"21977","discount item","2"
"21978","goods with gift","3"
"21979","","3"
"21980","regular price","7"
"21981","available in credit","6"
"21982","2 for price 1","8"
"21983","warranty from producer","9"
"21984","special price","3"
"21985","discount item","2"
"21986","goods with gift","4"
"21987","","5"
"21988","regular price","1"
"21989","2 for price 1","2"
"21990","available in credit","2"
"21991","warranty from producer","1"
"21992","special price","5"
"21993","discount item","4"
"21994","goods with gift","3"
"21995","","2"
"21996","regular price","1"
"21997","available in credit","5"
"21998","2 for price 1","4"
"21999","warranty from producer","5"
"22000","special price","4"
"22001","discount item","1"
"22002","goods with gift","2"
"22003","","3"
"22004","regular price","4"
"22005","available in credit","5"
"22006","2 for price 1","2"
"22007","warranty from producer","1"
"22008","special price","1"
"22009","discount item","2"
"22010","goods with gift","2"
"22011","","2"
"22012","regular price","1"
"22013","2 for price 1","1"
"22014","available in credit","1"
"22015","warranty from producer","2"
"22016","special price","3"
"22017","discount item","4"
"22018","goods with gift","1"
"22019","","2"
"22020","regular price","10"
"22021","available in credit","15"
"22022","2 for price 1","11"
"22023","warranty from producer","12"
"22024","special price","10"
"22025","discount item","15"
"22026","goods with gift","11"
"22027","","12"
"22028","special price","250"
"22029","discount item","300"
"22030","goods with gift","350"
"22031","","450"
"22032","regular price","1050"
"22033","available in credit","750"
"22034","2 for price 1","850"
"22035","warranty from producer","950"
"22036","special price","1150"
"22037","discount item","1250"
"22038","goods with gift","1050"
"22039","","1600"
"22040","regular price","1000"
"22041","available in credit","1050"
"22042","2 for price 1","950"
"22043","warranty from producer","960"
"22044","special price","150"
"22045","discount item","250"
"22046","goods with gift","350"
"22047","","450"
"22048","regular price","50"
"22049","warranty from producer","60"
"22050","available in credit","70"
"22051","2 for price 1","55"
"22052","special price","150"
"22053","discount item","140"
"22054","goods with gift","130"
"22055","","120"
"22056","regular price","50"
"22057","available in credit","100"
"22058","2 for price 1","90"
"22059","warranty from producer","80"
"22060","special price","10"
"22061","discount item","50"
"22062","goods with gift","20"
"22063","","25"
"22064","regular price","250"
"22065","available in credit","200"
"22066","2 for price 1","20"
"22067","warranty from producer","150"
"22068","special price","20"
"22069","discount item","10"
"22070","goods with gift","15"
"22071","","16"
"22072","regular price","1"
"22073","available in credit","2"
"22074","2 for price 1","3"
"22075","warranty from producer","4"
"22076","special price","4"
"22077","discount item","3"
"22078","goods with gift","2"
"22079","","1"
"22080","regular price","1"
"22081","available in credit","2"
"22082","2 for price 1","2"
"22083","warranty from producer","1"
"22084","special price","1"
"22085","discount item","2"
"22086","goods with gift","3"
"22087","","3"
"22088","regular price","7"
"22089","available in credit","6"
"22090","2 for price 1","8"
"22091","warranty from producer","9"
"22092","special price","3"
"22093","discount item","2"
"22094","goods with gift","4"
"22095","","5"
"22096","regular price","1"
"22097","2 for price 1","2"
"22098","available in credit","2"
"22099","warranty from producer","1"
"22100","special price","5"
"22101","discount item","4"
"22102","goods with gift","3"
"22103","","2"
"22104","regular price","1"
"22105","available in credit","5"
"22106","2 for price 1","4"
"22107","warranty from producer","5"
"22108","special price","4"
"22109","discount item","1"
"22110","goods with gift","2"
"22111","","3"
"22112","regular price","4"
"22113","available in credit","5"
"22114","2 for price 1","2"
"22115","warranty from producer","1"
"22116","special price","1"
"22117","discount item","2"
"22118","goods with gift","2"
"22119","","2"
"22120","regular price","1"
"22121","2 for price 1","1"
"22122","available in credit","1"
"22123","warranty from producer","2"
"22124","special price","3"
"22125","discount item","4"
"22126","goods with gift","1"
"22127","","2"
"22128","regular price","10"
"22129","available in credit","15"
"22130","2 for price 1","11"
"22131","warranty from producer","12"
"22132","special price","10"
"22133","discount item","15"
"22134","goods with gift","11"
"22135","","12"
"22136","special price","250"
"22137","discount item","300"
"22138","goods with gift","350"
"22139","","450"
"22140","regular price","1050"
"22141","available in credit","750"
"22142","2 for price 1","850"
"22143","warranty from producer","950"
"22144","special price","1150"
"22145","discount item","1250"
"22146","goods with gift","1050"
"22147","","1600"
"22148","regular price","1000"
"22149","available in credit","1050"
"22150","2 for price 1","950"
"22151","warranty from producer","960"
"22152","special price","150"
"22153","discount item","250"
"22154","goods with gift","350"
"22155","","450"
"22156","regular price","50"
"22157","warranty from producer","60"
"22158","available in credit","70"
"22159","2 for price 1","55"
"22160","special price","150"
"22161","discount item","140"
"22162","goods with gift","130"
"22163","","120"
"22164","regular price","50"
"22165","available in credit","100"
"22166","2 for price 1","90"
"22167","warranty from producer","80"
"22168","special price","10"
"22169","discount item","50"
"22170","goods with gift","20"
"22171","","25"
"22172","regular price","250"
"22173","available in credit","200"
"22174","2 for price 1","20"
